Sample,Sub_Sample,Date_std,Lat,Lon,CP,TDN_based_ADF,B10__2DAP5x5_MED,B10__2DAP5x5_IQR,B10__BUF30m_MED,B10__BUF30m_IQR,valid_px_ratio__2DAP5x5,valid_px_ratio__BUF30m,SCL_clear_prop__2DAP5x5,SCL_cloud_prop__2DAP5x5,SCL_shadow_prop__2DAP5x5,SCL_veg_prop__2DAP5x5,SCL_clear_prop__BUF30m,SCL_cloud_prop__BUF30m,SCL_shadow_prop__BUF30m,SCL_veg_prop__BUF30m,n_scenes_used,win_days_used,min_abs_delta_day,tile_id,crs,processing_baseline,sun_zenith,sun_azimuth,cloud_cover_scene,source_s2,TEMP_MAX,TEMP_MIN,RAD_SOL,RAIN,WIND_SPD,EVAPOT,PRES_ATM,HUM_REL,TP_SFC_AVG,Wind_Dir,Dew_Point,Radiative_Dif_AVG,Radiative_Direct_AVG,PPFD,Longwave_Rad_AVG,precip_sum_d5,precip_sum_d7,precip_sum_d10,tavg_mean_d5,tavg_mean_d7,tavg_mean_d10,tmax_mean_d5,tmax_mean_d7,tmax_mean_d10,tmin_mean_d5,tmin_mean_d7,tmin_mean_d10,rh_mean_d5,rh_mean_d7,rh_mean_d10,rainy_days_d5,rainy_days_d7,rainy_days_d10,insolation_h_d5,insolation_h_d7,insolation_h_d10,B1__2DAP5x5_MED,B1__2DAP5x5_IQR,B1__BUF30m_MED,B1__BUF30m_IQR,B2__2DAP5x5_MED,B2__2DAP5x5_IQR,B2__BUF30m_MED,B2__BUF30m_IQR,B3__2DAP5x5_MED,B3__2DAP5x5_IQR,B3__BUF30m_MED,B3__BUF30m_IQR,B4__2DAP5x5_MED,B4__2DAP5x5_IQR,B4__BUF30m_MED,B4__BUF30m_IQR,B5__2DAP5x5_MED,B5__2DAP5x5_IQR,B5__BUF30m_MED,B5__BUF30m_IQR,B6__2DAP5x5_MED,B6__2DAP5x5_IQR,B6__BUF30m_MED,B6__BUF30m_IQR,B7__2DAP5x5_MED,B7__2DAP5x5_IQR,B7__BUF30m_MED,B7__BUF30m_IQR,B8__2DAP5x5_MED,B8__2DAP5x5_IQR,B8__BUF30m_MED,B8__BUF30m_IQR,B8A__2DAP5x5_MED,B8A__2DAP5x5_IQR,B8A__BUF30m_MED,B8A__BUF30m_IQR,B9__2DAP5x5_MED,B9__2DAP5x5_IQR,B9__BUF30m_MED,B9__BUF30m_IQR,B11__2DAP5x5_MED,B11__2DAP5x5_IQR,B11__BUF30m_MED,B11__BUF30m_IQR,B12__2DAP5x5_MED,B12__2DAP5x5_IQR,B12__BUF30m_MED,B12__BUF30m_IQR,granule_id_x,download_url_x,granule_id_y,download_url_y,granule_id,download_url
119,2,2022-12-08,-20.44637167,-54.839064,6.728998863,59.52127029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,28.0,245.0,16.0,283.0,12.0,289.0,5.0,751.0,68.0,707.0,18.0,763.0,191.0,859.0,37.0,1286.0,38.0,1293.0,11.0,2459.0,260.0,2239.0,66.0,2910.0,328.0,2634.0,94.0,2608.0,399.0,2364.0,99.0,3170.0,373.0,2815.0,114.0,17.0,29.0,0.0,23.0,2349.0,87.0,2375.0,69.0,1286.0,200.0,1380.0,70.0,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
120,1,2022-12-08,-20.446239,-54.83935133,6.947032966,58.68149409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,81.0,223.0,0.0,281.0,29.0,281.0,7.0,792.0,126.0,752.0,119.0,759.0,238.0,759.0,172.0,1296.0,32.0,1294.0,10.0,2636.0,392.0,2458.0,300.0,3170.0,464.0,2903.0,328.0,2832.0,539.0,2556.0,398.0,3371.0,520.0,3100.0,367.0,17.0,130.0,17.0,0.0,2342.0,94.0,2312.0,31.0,1227.0,297.0,1227.0,155.0,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
120,2,2022-12-08,-20.446239,-54.83935133,7.116821456,57.85210608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,81.0,223.0,0.0,281.0,29.0,281.0,7.0,792.0,126.0,752.0,119.0,759.0,238.0,759.0,172.0,1296.0,32.0,1294.0,10.0,2636.0,392.0,2458.0,300.0,3170.0,464.0,2903.0,328.0,2832.0,539.0,2556.0,398.0,3371.0,520.0,3100.0,367.0,17.0,130.0,17.0,0.0,2342.0,94.0,2312.0,31.0,1227.0,297.0,1227.0,155.0,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
121,1,2022-12-08,-20.44699367,-54.83932433,3.102356296,48.38306772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,33.0,280.0,3.0,290.0,25.0,283.0,18.0,739.0,60.0,762.0,23.0,834.0,95.0,720.0,150.0,1283.0,64.0,1246.0,28.0,2459.0,302.0,2492.0,148.0,3001.0,410.0,3012.0,177.0,2673.0,390.0,2731.0,200.0,3206.0,412.0,3294.0,254.0,30.0,105.0,110.0,80.0,2409.0,131.0,2409.0,106.0,1383.0,108.0,1320.0,102.0,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
121,2,2022-12-08,-20.44699367,-54.83932433,3.099263219,46.71547257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,33.0,280.0,3.0,290.0,25.0,283.0,18.0,739.0,60.0,762.0,23.0,834.0,95.0,720.0,150.0,1283.0,64.0,1246.0,28.0,2459.0,302.0,2492.0,148.0,3001.0,410.0,3012.0,177.0,2673.0,390.0,2731.0,200.0,3206.0,412.0,3294.0,254.0,30.0,105.0,110.0,80.0,2409.0,131.0,2409.0,106.0,1383.0,108.0,1320.0,102.0,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
122,1,2022-12-08,-20.44686533,-54.839234,3.18962694,50.01197029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,48.0,245.0,6.0,294.0,26.0,283.0,9.0,751.0,56.0,699.0,57.0,834.0,104.0,834.0,39.0,1293.0,55.0,1258.0,35.0,2458.0,269.0,2249.0,220.0,3000.0,340.0,2681.0,276.0,2608.0,398.0,2383.0,285.0,3170.0,357.0,2835.0,373.0,17.0,25.0,0.0,35.0,2388.0,164.0,2391.0,25.0,1377.0,108.0,1383.0,107.0,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
122,2,2022-12-08,-20.44686533,-54.839234,3.096383937,50.27605839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,48.0,245.0,6.0,294.0,26.0,283.0,9.0,751.0,56.0,699.0,57.0,834.0,104.0,834.0,39.0,1293.0,55.0,1258.0,35.0,2458.0,269.0,2249.0,220.0,3000.0,340.0,2681.0,276.0,2608.0,398.0,2383.0,285.0,3170.0,357.0,2835.0,373.0,17.0,25.0,0.0,35.0,2388.0,164.0,2391.0,25.0,1377.0,108.0,1383.0,107.0,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif,G2562878871-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
123,1,2022-12-14,-20.44690667,-54.83875967,5.53921984,56.18176664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,2107.0,991.0,194.0,507.0,654.0,507.0,161.0,1153.0,805.0,1153.0,242.0,1238.0,958.0,1238.0,274.0,1812.0,931.0,1956.0,289.0,3554.0,644.0,3554.0,250.0,4147.0,680.0,4147.0,250.0,3611.0,449.0,3763.0,347.0,4409.0,781.0,4409.0,309.0,512.0,572.0,434.0,78.0,3079.0,522.0,3079.0,233.0,2085.0,882.0,2123.0,291.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
123,2,2022-12-14,-20.44690667,-54.83875967,5.533699939,54.18502918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,2107.0,991.0,194.0,507.0,654.0,507.0,161.0,1153.0,805.0,1153.0,242.0,1238.0,958.0,1238.0,274.0,1812.0,931.0,1956.0,289.0,3554.0,644.0,3554.0,250.0,4147.0,680.0,4147.0,250.0,3611.0,449.0,3763.0,347.0,4409.0,781.0,4409.0,309.0,512.0,572.0,434.0,78.0,3079.0,522.0,3079.0,233.0,2085.0,882.0,2123.0,291.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
124,1,2022-12-14,-20.44702633,-54.838639,6.422165559,59.67405631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,2107.0,991.0,194.0,507.0,654.0,507.0,161.0,1153.0,805.0,1153.0,242.0,1238.0,958.0,1238.0,274.0,1812.0,931.0,1956.0,289.0,3554.0,644.0,3554.0,250.0,4147.0,680.0,4147.0,250.0,3611.0,449.0,3763.0,347.0,4409.0,781.0,4409.0,309.0,512.0,572.0,434.0,78.0,3079.0,522.0,3079.0,233.0,2085.0,882.0,2123.0,291.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
124,2,2022-12-14,-20.44702633,-54.838639,6.5981153,58.78550362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,2107.0,991.0,194.0,507.0,654.0,507.0,161.0,1153.0,805.0,1153.0,242.0,1238.0,958.0,1238.0,274.0,1812.0,931.0,1956.0,289.0,3554.0,644.0,3554.0,250.0,4147.0,680.0,4147.0,250.0,3611.0,449.0,3763.0,347.0,4409.0,781.0,4409.0,309.0,512.0,572.0,434.0,78.0,3079.0,522.0,3079.0,233.0,2085.0,882.0,2123.0,291.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
125,1,2022-12-14,-20.44676633,-54.83838667,5.448168805,55.02744909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2042.0,2711.0,692.0,976.0,1352.0,976.0,729.0,1578.0,1730.0,1751.0,783.0,1867.0,1726.0,1957.0,690.0,2535.0,1571.0,2535.0,504.0,3845.0,970.0,3845.0,421.0,4360.0,963.0,4360.0,432.0,3814.0,654.0,3855.0,111.0,4611.0,944.0,4611.0,409.0,758.0,549.0,933.0,175.0,3317.0,894.0,3317.0,428.0,2485.0,1017.0,2485.0,390.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
125,2,2022-12-14,-20.44676633,-54.83838667,5.536042496,54.60297005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2042.0,2711.0,692.0,976.0,1352.0,976.0,729.0,1578.0,1730.0,1751.0,783.0,1867.0,1726.0,1957.0,690.0,2535.0,1571.0,2535.0,504.0,3845.0,970.0,3845.0,421.0,4360.0,963.0,4360.0,432.0,3814.0,654.0,3855.0,111.0,4611.0,944.0,4611.0,409.0,758.0,549.0,933.0,175.0,3317.0,894.0,3317.0,428.0,2485.0,1017.0,2485.0,390.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
126,1,2022-12-14,-20.44618733,-54.838541,6.765042953,54.93817007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184.0,1928.0,4639.0,455.0,2406.0,1771.0,2384.0,996.0,2967.0,1804.0,2967.0,790.0,3251.0,1903.0,3251.0,354.0,3808.0,1818.0,3808.0,201.0,4827.0,1363.0,4859.0,243.0,5289.0,1272.0,5366.0,352.0,4552.0,1161.0,4552.0,560.0,5474.0,1199.0,5642.0,404.0,1559.0,740.0,1673.0,114.0,3966.0,837.0,3966.0,213.0,3021.0,689.0,3179.0,377.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
126,2,2022-12-14,-20.44618733,-54.838541,6.765042953,56.39175597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184.0,1928.0,4639.0,455.0,2406.0,1771.0,2384.0,996.0,2967.0,1804.0,2967.0,790.0,3251.0,1903.0,3251.0,354.0,3808.0,1818.0,3808.0,201.0,4827.0,1363.0,4859.0,243.0,5289.0,1272.0,5366.0,352.0,4552.0,1161.0,4552.0,560.0,5474.0,1199.0,5642.0,404.0,1559.0,740.0,1673.0,114.0,3966.0,837.0,3966.0,213.0,3021.0,689.0,3179.0,377.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
127,1,2022-12-14,-20.44689467,-54.839372,3.872089847,49.09963233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,1534.0,1185.0,0.0,550.0,636.0,496.0,102.0,1153.0,587.0,1077.0,143.0,1238.0,749.0,1224.0,214.0,1900.0,805.0,1818.0,208.0,3630.0,522.0,3653.0,90.0,4263.0,550.0,4334.0,125.0,3750.0,439.0,3763.0,496.0,4536.0,685.0,4637.0,125.0,512.0,367.0,512.0,0.0,3154.0,382.0,3121.0,80.0,2085.0,816.0,1997.0,236.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
127,2,2022-12-14,-20.44689467,-54.839372,3.862433763,51.63133684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,1534.0,1185.0,0.0,550.0,636.0,496.0,102.0,1153.0,587.0,1077.0,143.0,1238.0,749.0,1224.0,214.0,1900.0,805.0,1818.0,208.0,3630.0,522.0,3653.0,90.0,4263.0,550.0,4334.0,125.0,3750.0,439.0,3763.0,496.0,4536.0,685.0,4637.0,125.0,512.0,367.0,512.0,0.0,3154.0,382.0,3121.0,80.0,2085.0,816.0,1997.0,236.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
128,1,2022-12-14,-20.44685567,-54.83928167,2.70729826,46.51708307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267.0,1848.0,3033.0,766.0,848.0,1256.0,664.0,198.0,1480.0,1611.0,1408.0,219.0,1736.0,1796.0,1736.0,296.0,2456.0,1536.0,2532.0,373.0,3899.0,918.0,3925.0,161.0,4470.0,866.0,4559.0,143.0,3925.0,475.0,3750.0,510.0,4778.0,910.0,4928.0,205.0,784.0,471.0,983.0,199.0,3407.0,693.0,3407.0,117.0,2482.0,945.0,2698.0,243.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
128,2,2022-12-14,-20.44685567,-54.83928167,2.798811954,46.34537039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267.0,1848.0,3033.0,766.0,848.0,1256.0,664.0,198.0,1480.0,1611.0,1408.0,219.0,1736.0,1796.0,1736.0,296.0,2456.0,1536.0,2532.0,373.0,3899.0,918.0,3925.0,161.0,4470.0,866.0,4559.0,143.0,3925.0,475.0,3750.0,510.0,4778.0,910.0,4928.0,205.0,784.0,471.0,983.0,199.0,3407.0,693.0,3407.0,117.0,2482.0,945.0,2698.0,243.0,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif,G2569425897-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
